id	filename	md5	size	state
047e03fc-9cdc-4d98-b831-0e6cffc0d989	f8e21491-e38c-4b0f-8eb6-042548b6fecf.mirnaseq.isoforms.quantification.txt	15821a726995a1ad88a73dbaac3c58e8	762358	validated
04837459-70d3-4a28-8d25-cb2ac4d97988	6a18967a-f620-468b-b24f-9f20be5b9a32.mirbase21.isoforms.quantification.txt	a8ef29d82f13fcc9801b85e437440e56	379006	validated
04875be0-f673-4396-b20f-0f9ca91f9cd7	eccf758a-ed25-43b4-93ca-34dbe87559e4.mirnaseq.mirnas.quantification.txt	5fe8df9a641eb17d49faa4502ebadee0	50644	validated
04ab8128-440d-4d42-83b2-725cac424a84	b24284cf-5fc0-4801-8c51-7bd20ad89b70.mirbase21.isoforms.quantification.txt	11a4f3e04be48d59199edb43e1022c93	420282	validated
04abe179-edea-448a-98a3-410dee7f0706	8c48edab-f35e-4dca-a603-6c62ff4cf89c.mirbase21.mirnas.quantification.txt	48904fb74f8d405d0b464ffbb23bb592	50169	validated
04af1764-3ce8-40de-81a6-053aa4c756b7	bb4f2f8f-6349-4cc0-893c-08f83f4412d6.mirbase21.mirnas.quantification.txt	af5e41e0dad0c53093e4611cba52d87d	50248	validated
04cd260d-9323-4fdc-a533-a5f339d4ab9b	f88de88f-5c18-4015-90ee-3d9e32cc1c8e.mirbase21.mirnas.quantification.txt	38a9f5393514d2576745a2405a972bd5	50110	validated
04d16f38-dd61-4f5f-9542-9e668ccb4294	59ad763d-fb35-48c7-b11d-9235b6e4cc94.mirbase21.isoforms.quantification.txt	d0ea2f27da9fcacc1c317662c9143af2	282788	validated
04e88817-0463-42e6-93ba-b14f2b6f5de9	9b78b7de-4281-4fd1-bd9d-a726eee2cf9b.mirbase21.mirnas.quantification.txt	1b839eeadf813a427ae2c33f06b62722	50141	validated
04f446f6-752e-46fb-8ba6-d44c0e58e79c	c6579ff6-9169-4fc5-adf7-c7f37407564d.mirnaseq.mirnas.quantification.txt	bb4b2d37d439cce0a1f08514e1ea4560	50847	validated
04f48830-b2d3-4bc6-b9f8-af55c29a65ad	172f3994-0ee3-43d3-8802-bc5218a9e050.mirnaseq.mirnas.quantification.txt	a208c8a0b64274cfec802332c1a6d00f	50809	validated
04f8dadd-d37d-4b2f-8b3f-ade42f8bc0ee	b64f3d55-9681-4bdf-ab36-ce785e105aec.mirbase21.isoforms.quantification.txt	4b2d0f0547b56d6699b0c50ac6618e1c	289086	validated
