0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	71167	88764	86722	73636	90466	61224	73502	67003	0	0
0	0	80761	89928	73462	77626	94155	63717	77191	68855	0	0
0	0	78632	91218	69552	77112	86888	63440	70684	68443	0	0
0	0	69378	88590	63892	74998	90759	58651	65760	64382	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
